name of the body,position x,position y,position z
jupiter,4.906081101147185,-0.7917080144601786,-0.10659575171406264
saturn,8.208267688205764,4.360259827023335,-0.4022495926618483
uranus,13.034539040402176,-14.99752682664938,-0.22470555951130455
neptune,15.506776334391713,-25.841663259100912,0.17473815307973334
sun,-3.738993826645866e-05,-0.00046132021723057753,2.9553687685612685e-06
jupiter,4.909956085324562,-0.7631497355276301,-0.1068007559418922
saturn,8.197592294715838,4.378224660850433,-0.40213777130484496
uranus,13.045275489615934,-14.988733424325387,-0.22481230543038172
neptune,15.51653602586125,-25.835663916119618,0.17439023440720294
sun,-3.8846684819181276e-05,-0.0004944341163708372,3.13787368016937e-06
jupiter,4.913673192334802,-0.7345669056941225,-0.10700232707640571
saturn,8.186876644388766,4.396167935215587,-0.4020239728883143
uranus,13.056005368301506,-14.979932467909201,-0.2249189381077037
neptune,15.526293476839054,-25.82966083980135,0.17404229045906364
sun,-4.0140619999957135e-05,-0.0005275649176913319,3.316524382251086e-06
jupiter,4.917232242590972,-0.7059604360486902,-0.10720045733207333
saturn,8.17612077710733,4.414089554747677,-0.4019081973228635
uranus,13.066728671462743,-14.971123962319487,-0.22502545749660893
neptune,15.53604868588813,-25.823654030970754,0.17369432128542694
sun,-4.127158894919095e-05,-0.0005607117222962464,3.4913135295040894e-06
jupiter,4.920633062193803,-0.6773312392389411,-0.10739513904434084
saturn,8.165324732992524,4.431989424129536,-0.4017904445293312
uranus,13.077445394106974,-14.962307912477756,-0.22513186355048984
neptune,15.54580165157174,-25.81764349045303,0.1733463269364092
sun,-4.223944232147987e-05,-0.0005938736298553934,3.6622338955661976e-06
jupiter,4.9238754829478095,-0.6486802294309685,-0.10758636467015686
saturn,8.154488552403544,4.449867448098626,-0.40167071443879865
uranus,13.088155531245013,-14.953484323308368,-0.2252381562227927
neptune,15.55555237245341,-25.811629219073925,0.17299830746213155
sun,-4.304403630068763e-05,-0.0006270497386428666,3.829278373515374e-06
jupiter,4.926959342377079,-0.6200083222690697,-0.1077741267884933
saturn,8.143612275937796,4.467723531447715,-0.40154900699259993
uranus,13.09885907789115,-14.944653199738521,-0.2253443354670178
neptune,15.565300847096934,-25.805611217659745,0.17265026291271993
sun,-4.368523261469921e-05,-0.0006602391455758765,3.992439976363316e-06
jupiter,4.929884483740725,-0.5913164348352757,-0.1079584181008591
saturn,8.13269594443088,4.4855575790255555,-0.40142532214233273
uranus,13.109556029063166,-14.935814546698252,-0.2254504012367193
neptune,15.575047074066362,-25.799589487037345,0.17230219333830507
sun,-4.4162898549853604e-05,-0.0006934409462537635,4.151711837542561e-06
jupiter,4.9326507560480115,-0.5626054856086955,-0.10813923143180733
saturn,8.121739598956585,4.503369495737569,-0.4012996598498689
uranus,13.120246379782316,-14.926968369120425,-0.22555635348550543
neptune,15.584791051926013,-25.79356402803413,0.17195409878902246
sun,-4.4476906965052254e-05,-0.0007266542349971857,4.307087211387045e-06
jupiter,4.935258014073126,-0.5338763944246764,-0.10831655972943531
saturn,8.110743280826874,4.521159186546527,-0.4011720200873648
uranus,13.130930125073347,-14.918114671940737,-0.22566219216703834
neptune,15.594532779240467,-25.787534841478056,0.1716059793150123
sun,-4.462713630554078e-05,-0.0007598781048874787,4.458559473606047e-06
jupiter,4.937706118369622,-0.5051300824337864,-0.10849039606587788
saturn,8.09970703159187,4.538926556473228,-0.40104240283727194
uranus,13.141607259964486,-14.9092534600977,-0.22576791723503417
neptune,15.604272254574571,-25.78150192819763,0.1712578349664196
sun,-4.461347061636164e-05,-0.0007931116478061826,4.606122121751449e-06
jupiter,4.939994935284513,-0.47636747206062025,-0.10866073363779365
saturn,8.088630893039847,4.556671510597196,-0.40091080809234714
uranus,13.152277779487447,-14.900384738532646,-0.22587352864326307
neptune,15.614009476493434,-25.77546528902191,0.170909665793394
sun,-4.44357995554754e-05,-0.0008263539544747363,4.749768775678251e-06
jupiter,4.942124336972021,-0.44758948696243245,-0.10882756576684424
saturn,8.077514907197202,4.574393954057356,-0.40077723585566316
uranus,13.16294167867743,-14.89150851218972,-0.2259790263455492
neptune,15.623744443562432,-25.7694249247805,0.17056147184608986
sun,-4.4094018406548416e-05,-0.000859604114494331,4.88949317799828e-06
jupiter,4.944094201406973,-0.4187970519876021,-0.10899088590016637
saturn,8.066359116328437,4.592093792052728,-0.40064168614061885
uranus,13.173598952573125,-14.882624786015874,-0.22608441029577078
neptune,15.6334771543472,-25.76338083630355,0.1702132531746662
sun,-4.3588028091404545e-05,-0.0008928612163859246,5.025289194527011e-06
jupiter,4.945904412397852,-0.3899910931339318,-0.10915068761083675
saturn,8.055163562936142,4.609770929843111,-0.40050415897094943
uranus,13.184249596216704,-14.873733564960864,-0.22618968044786006
neptune,15.643207607413649,-25.75733302442177,0.16986500982928676
sun,-4.291773518213886e-05,-0.0009261243476304088,5.157150814723464e-06
jupiter,4.947554859599494,-0.3611725375067847,-0.10930696459832977
saturn,8.043928289760961,4.627425272749783,-0.4003646543807368
uranus,13.194893604653831,-14.864834853977241,-0.2262948367558034
neptune,15.652935801327946,-25.751281489966402,0.1695167418601199
sun,-4.20830519128911e-05,-0.0009593925947089298,5.285072152123094e-06
jupiter,4.9490454385254194,-0.3323423132770629,-0.10945971068896775
saturn,8.032653339781566,4.645056726156187,-0.4002231724144198
uranus,13.205530972933662,-14.855928658020355,-0.22639987917364116
neptune,15.662661734656528,-25.745226233769248,0.16916844931733857
sun,-4.1083896191276727e-05,-0.0009926650431433565,5.409047444763611e-06
jupiter,4.950376050559822,-0.30350134963903136,-0.10960891983636396
saturn,8.021338756214634,4.662665195508627,-0.4000797131268041
uranus,13.216161696108838,-14.847014982048343,-0.22650480765546788
neptune,15.672385405966095,-25.739167256662654,0.16882013225112041
sun,-3.992019160947364e-05,-0.001025940777536893,5.529071055603695e-06
jupiter,4.951546602969188,-0.27465057676799076,-0.1097545861218581
saturn,8.009984582514804,4.680250586316964,-0.39993427658307285
uranus,13.226785769235496,-14.838093831022125,-0.22660962215543218
neptune,15.682106813823617,-25.73310455947951,0.1684717907116476
sun,-3.859186745496234e-05,-0.0010592188816148334,5.645137472934506e-06
jupiter,4.952557008913552,-0.24579092577780243,-0.10989670375494422
saturn,7.998590862374648,4.697812804155313,-0.39978686285879617
uranus,13.237403187373262,-14.829165209905401,-0.22671432262773683
neptune,15.691825956796333,-25.727038143053253,0.16812342474910696
sun,-3.7098858720917687e-05,-0.0010924984382654533,5.757241310783971e-06
jupiter,4.953407187457397,-0.2169233286782698,-0.11003526707369118
saturn,7.987157639724636,4.715351754662744,-0.3996374720399417
uranus,13.248013945585257,-14.820229123664651,-0.22681890902663873
neptune,15.70154283345174,-25.72096800821787,0.1677750344136898
sun,-3.544110611625023e-05,-0.0011257785295810357,5.865377309313753e-06
jupiter,4.954097063580177,-0.1880487183323798,-0.11017027054515542
saturn,7.975684958733092,4.73286734354398,-0.39948610422288455
uranus,13.258618038938094,-14.811285577269123,-0.22692338130644898
neptune,15.71125744235761,-25.714894155807887,0.16742661975559203
sun,-3.361855607529521e-05,-0.0011590582368990285,5.969540335208872e-06
jupiter,4.954626568186483,-0.159168028413408,-0.11030170876578595
saturn,7.964172863806155,4.7503594765700985,-0.3993327595144171
uranus,13.269215462501885,-14.80233457569083,-0.2270277394215329
neptune,15.720969782081982,-25.70881658665838,0.1670781808250141
sun,-3.163116076714739e-05,-0.001192336640843327,6.069725382059904e-06
jupiter,4.95499563811583,-0.13028219336189117,-0.11042957646182172
saturn,7.952621399587734,4.767828059579239,-0.3991774380317593
uranus,13.279806211350232,-14.793376123904551,-0.22713198332630993
neptune,15.730679851193159,-25.702735301604967,0.166729717672161
sun,-2.9478878104639892e-05,-0.0012256128213656815,6.165927570737713e-06
jupiter,4.955204216152073,-0.10139214834247144,-0.11055386848968107
saturn,7.941030610959463,4.785272998477304,-0.39902013990256846
uranus,13.29039028056024,-14.78441022688782,-0.22723611297525384
neptune,15.740387648259714,-25.696650301483814,0.16638123034724217
sun,-2.7161671752965183e-05,-0.0012588858577872234,6.25814214976065e-06
jupiter,4.955252251032456,-0.07249882920061543,-0.11067457983634336
saturn,7.929400543040651,4.802694199238671,-0.3988608652649492
uranus,13.300967665212509,-14.775436889620927,-0.2273401283228926
neptune,15.75009317185049,-25.690561587131626,0.16603271890047158
sun,-2.4679511137936625e-05,-0.0012921548288401077,6.3463644956541775e-06
jupiter,4.955139697456273,-0.04360317241921269,-0.11079170561972264
saturn,7.917731241188231,4.8200915679068945,-0.3986996142674635
uranus,13.311538360391138,-14.766456117086909,-0.22744402932380847
neptune,15.7597964205346,-25.684469159385653,0.16568418338206767
sun,-2.2032371453888768e-05,-0.001325418812709267,6.430590113302853e-06
jupiter,4.954866516093165,-0.014706115075057143,-0.1109052410890333
saturn,7.90602275099671,4.837465010595422,-0.39853638706914046
uranus,13.322102361183727,-14.757467914271547,-0.22754781593263798
neptune,15.769497392881421,-25.67837301908369,0.16533562384225334
sun,-1.92202336712148e-05,-0.0013586768870742748,6.51081463629463e-06
jupiter,4.9544326735910245,0.014191405204784433,-0.11101518162514773
saturn,7.89427511829811,4.854814433488304,-0.3983711838394864
uranus,13.332659662681378,-14.748472286163366,-0.22765148810407204
neptune,15.779196087460603,-25.672273167064073,0.16498704033125594
sun,-1.6243084543539558e-05,-0.0013919281291513127,6.587033827257418e-06
jupiter,4.95383814258353,0.043088450286713015,-0.11112152274094587
saturn,7.882488389161914,4.872139742840906,-0.39820400475849455
uranus,13.343210259978692,-14.739469237753624,-0.22775504579285583
neptune,15.788892502842065,-25.66616960416568,0.16463843289930724
sun,-1.3100916614526542e-05,-0.001425171615735238,6.659243578187856e-06
jupiter,4.953082901697291,0.07198408157444292,-0.11122426008165658
saturn,7.8706626098950005,4.889440844980626,-0.398034850016655
uranus,13.353754148173776,-14.730458774036313,-0.22785848895378893
neptune,15.798586637596,-25.660062331227934,0.16428980159664344
sun,-9.79372822431742e-06,-0.0014584064232417498,6.727439910772244e-06
jupiter,4.952166935558612,0.10087736005294831,-0.11132338942519078
saturn,7.858797827041589,4.906717646307611,-0.3978637198149646
uranus,13.364291322368242,-14.721440900008151,-0.2279618175417253
neptune,15.808278490292862,-25.653951349090796,0.16394114647350513
sun,-6.321523515602594e-06,-0.0014916316277496459,6.791618976699588e-06
jupiter,4.951090234799868,0.12976734633250678,-0.11141890668246641
saturn,7.84689408738317,4.923970053295475,-0.39769061436493675
uranus,13.374821777667208,-14.71241562066858,-0.22806503151157326
neptune,15.817968059503386,-25.64783665859477,0.1635924675801373
sun,-2.6843124393213946e-06,-0.001524846305043171,6.851777057966715e-06
jupiter,4.949852796065497,0.1586531006928356,-0.11151080789772502
saturn,7.83495143793844,4.94119797249202,-0.3975155338886113
uranus,13.385345509179297,-14.70338294101976,-0.22816813081829565
neptune,15.827655343798572,-25.641718260580898,0.16324376496678925
sun,1.117889240009438e-06,-0.0015580495306544478,6.907910567175397e-06
jupiter,4.948454622017598,0.18753368312731689,-0.11159908924884002
saturn,7.822969925963236,4.958401310519958,-0.3973384786185645
uranus,13.39586251201664,-14.694342866066567,-0.22827111541690973
neptune,15.837340341749695,-25.63559615589077,0.16289503868371474
sun,5.0850599393403085e-06,-0.0015912403799059926,6.960016047821458e-06
jupiter,4.9468957213411455,0.2164081533873072,-0.11168374704761648
saturn,7.81094959895046,4.975579974077634,-0.3971594487979185
uranus,13.406372781294879,-14.685295400816587,-0.22837398526248717
neptune,15.847023051928298,-25.629470345366506,0.1625462887811718
sun,9.21717225250761e-06,-0.0016244179279533042,7.0080901745758e-06
jupiter,4.945176108748807,0.2452755710265278,-0.11176477774008257
saturn,7.798890504630005,4.992733869939757,-0.3969784446803516
uranus,13.416876312133166,-14.676240550280117,-0.22847674031015425
neptune,15.856703472906199,-25.623340829850775,0.16219751530942284
sun,1.3514192946028064e-05,-0.0016575812498275304,7.052129753557321e-06
jupiter,4.943295804985372,0.27413499544553105,-0.11184217790677245
saturn,7.786792690968688,5.009862904958118,-0.396795466530108
uranus,13.427373099654163,-14.66717831947015,-0.2285793805150917
neptune,15.866381603255489,-25.61720761018678,0.1618487183187345
sun,1.797608295526974e-05,-0.0016907294204782,7.092131722597666e-06
jupiter,4.941254836831782,0.30298548593623886,-0.11191594426300054
saturn,7.774656206170163,5.0269669860623285,-0.39661051462200747
uranus,13.437863138984047,-14.658108713402381,-0.2286819058325348
neptune,15.876057441548529,-25.611070687218266,0.16149989785937785
sun,2.2602797381000832e-05,-0.0017238615148160229,7.128093151497791e-06
jupiter,4.939053237108776,0.33182610172654936,-0.11198607365912731
saturn,7.762481098674847,5.044046020260546,-0.39642358924145543
uranus,13.44834642525251,-14.649031737095202,-0.2287843162177735
neptune,15.885730986357954,-25.604930061789513,0.1611510539816281
sun,2.7394285486317287e-05,-0.0017569766077557502,7.160011242276272e-06
jupiter,4.936691044680123,0.3606559020250067,-0.11205256308081642
saturn,7.7502674171598365,5.06109991464021,-0.3962346906844528
uranus,13.458822953592756,-14.63994739556969,-0.22888661162615226
neptune,15.895402236256675,-25.598785734745345,0.16080218673576482
sun,3.2350490693950276e-05,-0.0017900737742590918,7.187883329409345e-06
jupiter,4.9341683044554765,0.3894739460655307,-0.11211540964928307
saturn,7.738015210538824,5.078128576368776,-0.39604381925760573
uranus,13.46929271914151,-14.630855693849613,-0.22898879201307018
neptune,15.905071189817875,-25.59263770693112,0.16045329617207185
sun,3.7471350583954446e-05,-0.0018231520893776873,7.211706880062625e-06
jupiter,4.931485067392814,0.4182792931522014,-0.11217461062153382
saturn,7.725724527962011,5.095131912694451,-0.3958509752781358
uranus,13.47975571703901,-14.621756636961418,-0.22909085733398105
neptune,15.91473784561501,-25.586485979192737,0.16010438234083724
sun,4.275679689177793e-05,-0.0018562106282961255,7.231479494314467e-06
jupiter,4.9286413905004895,0.44707100270409444,-0.11223016339059746
saturn,7.713395418816023,5.112109830946933,-0.39565615907388973
uranus,13.490211942429019,-14.612650229934234,-0.22919280754439333
neptune,15.924402202221811,-25.580330552376626,0.15975544529235325
sun,4.8206755506714886e-05,-0.0018892484663750094,7.24719890537094e-06
jupiter,4.925637336838879,0.4758481343001631,-0.11228206548574728
saturn,7.701027932723816,5.129062238538153,-0.3954593709833495
uranus,13.500661390458815,-14.603536477799862,-0.22929464259987017
neptune,15.934064258212288,-25.574171427329762,0.1594064850769164
sun,5.3821146470741425e-05,-0.0019222646791940625,7.258862979772369e-06
jupiter,4.922472975521625,0.5046097477241624,-0.11233031457271427
saturn,7.688622119544587,5.145989042963015,-0.39526061135564217
uranus,13.511104056279201,-14.594415385592775,-0.22939636245602946
neptune,15.94372401216072,-25.568008604899653,0.15905750174482738
sun,5.959988397773564e-05,-0.00195525834259527,7.266469717591423e-06
jupiter,4.9191483817164885,0.5333549030096115,-0.1123749084538917
saturn,7.676178029373677,5.162890151800141,-0.39505988055055
uranus,13.521539935044506,-14.585286958350112,-0.22949796706854383
neptune,15.953381462641667,-25.56184208593434,0.15870849534639112
sun,6.554287637308248e-05,-0.001988228532726055,7.270017252622702e-06
jupiter,4.915663636645784,0.5620826604847887,-0.11241584506853064
saturn,7.663695712542476,5.17976547271262,-0.39485717893852057
uranus,13.531969021912579,-14.576151201111676,-0.22959945639314075
neptune,15.963036608229963,-25.55567187128241,0.15835946593191666
sun,7.165002615366407e-05,-0.0020211743260824806,7.26950385256381e-06
jupiter,4.912018827586424,0.5907920808177568,-0.11245312249292655
saturn,7.651175219618327,5.19661491344875,-0.3946525069006766
uranus,13.542391312044797,-14.56700811891993,-0.22970083038560246
neptune,15.972689447500716,-25.549497961792976,0.15801041355171724
sun,7.792122996823608e-05,-0.0020540947995524787,7.264927919187859e-06
jupiter,4.90821404786955,0.6194822250614122,-0.11248673894059695
saturn,7.638616601404423,5.213438381842793,-0.3944458648288263
uranus,13.552806800606065,-14.557857716819987,-0.22980208900176605
neptune,15.982339979029316,-25.543320358315697,0.15766133825611026
sun,8.435637861819069e-05,-0.0020869890304590966,7.256287988507397e-06
jupiter,4.904249396879769,0.6481521546985551,-0.11251669276245008
saturn,7.626019908939705,5.230235785815728,-0.3942372531254736
uranus,13.563215482764816,-14.548699999859618,-0.22990323219752348
neptune,15.991988201391425,-25.537139061700756,0.15731224009541722
sun,9.095535705870667e-05,-0.0021198560966037617,7.243582730929722e-06
jupiter,4.9001249800539775,0.6768009316869759,-0.11254298244694448
saturn,7.61338519349876,5.247007033376001,-0.3940266722038279
uranus,13.573617353693015,-14.53953497308924,-0.23000425992882165
neptune,16.001634113162986,-25.530954072798878,0.1569631191199638
sun,9.771804440028689e-05,-0.0021526950763095555,7.226810951403555e-06
jupiter,4.895840908879782,0.7054276185045517,-0.11256560662023958
saturn,7.600712506591713,5.263752032620284,-0.393814122487815
uranus,13.584012408566156,-14.53036264156191,-0.2301051721516623
neptune,16.011277712920215,-25.52476539246132,0.15661397538007973
sun,0.00010464431391068378,-0.0021855050484644967,7.205971589557043e-06
jupiter,4.891397300893517,0.7340312781943523,-0.11258456404633709
saturn,7.58800189996412,5.28047069173423,-0.39359960441208675
uranus,13.594400642563269,-14.521183010333331,-0.23020596882210215
neptune,16.020918999239615,-25.518573021539872,0.15626480892609887
sun,0.000111734033017213,-0.002218285092564827,7.181063719827077e-06
jupiter,4.8867942796778525,0.762610974409747,-0.11259985362721339
saturn,7.575253425596858,5.297162918993239,-0.3933831184220318
uranus,13.604782050866914,-14.511996084461842,-0.23030664989625296
neptune,16.03055797069796,-25.512376960886865,0.15591561980835916
sun,0.00011898706330945553,-0.0022510342887582958,7.152086551579892e-06
jupiter,4.882031974858998,0.791165771459511,-0.11261147440294272
saturn,7.562467135706013,5.313828622763214,-0.39316466497378577
uranus,13.615156628663193,-14.50280186900841,-0.23040721533028144
neptune,16.040194625872306,-25.50617721135516,0.15556640807720262
sun,0.0001264032605423485,-0.00228375171788744,7.119039429222933e-06
jupiter,4.877110522103501,0.8196947343529245,-0.11261942555181118
saturn,7.549643082742768,5.330467711501328,-0.39294424453424204
uranus,13.625524371141742,-14.493600369036637,-0.23050766508040935
neptune,16.049828963339987,-25.49997377379815,0.15521717378297534
sun,0.00013398247463966483,-0.002316436461532854,7.08192183230796e-06
jupiter,4.872030063114631,0.8481969288448629,-0.11262370639042156
saturn,7.536781319393285,5.347080093756788,-0.39272185758106193
uranus,13.635885273495735,-14.484391589612747,-0.2306079991029135
neptune,16.05946098167862,-25.493766649069762,0.15486791697602742
sun,0.00014172454969788186,-0.002349087602056445,7.0407333756253795e-06
jupiter,4.866790745628372,0.8766714214808702,-0.11262431637378903
saturn,7.523881898578591,5.363665678171608,-0.3924975046026854
uranus,13.646239330921889,-14.475175535805587,-0.2307082173541258
neptune,16.069090679466093,-25.48755583802446,0.154518637706713
sun,0.00014962932399043897,-0.002381704222644674,6.9954738092897746e-06
jupiter,4.86139272340899,0.9051172796422146,-0.11262125509542743
saturn,7.510944873454459,5.380224373481374,-0.3922711860983418
uranus,13.656586538620461,-14.465952212686624,-0.23080831979043334
neptune,16.07871805528059,-25.481341341517233,0.1541693360253903
sun,0.00015769662997238413,-0.002414285407351769,6.946143018816625e-06
jupiter,4.855836156244208,0.9335335715909187,-0.11261452228742648
saturn,7.497970297411285,5.396756088516019,-0.3920429025780605
uranus,13.666926891795253,-14.456721625329939,-0.23090830636827828
neptune,16.088343107700563,-25.47512316040361,0.15382001198242148
sun,0.00016592629428540957,-0.002446830241142916,6.8927410251901955e-06
jupiter,4.850121209939965,0.9619193665147625,-0.1126041178205196
saturn,7.484958224073969,5.413260732200598,-0.3918126545626819
uranus,13.67726038565361,-14.447483778812225,-0.231008177044158
neptune,16.09796583530475,-25.46890129553965,0.15347066562817274
sun,0.00017431813776327601,-0.0024793378099374186,6.835267984922581e-06
jupiter,4.844248056314774,0.9902737345722533,-0.11259004170414251
saturn,7.471908707301789,5.429738213556062,-0.3915804425838679
uranus,13.687587015406429,-14.438238678212784,-0.23110793177462505
neptune,16.10758623667217,-25.46267574778194,0.15312129701301425
sun,0.00018287197543762575,-0.002511807200651821,6.7737241901038885e-06
jupiter,4.83821687319367,1.018595746937558,-0.1125722940864825
saturn,7.458821801188275,5.44618844170004,-0.3913462671841134
uranus,13.697906776268145,-14.428986328613519,-0.23120757051628726
neptune,16.117204310382125,-25.456446517987608,0.15277190618732017
sun,0.00019158761654418404,-0.0025442375012429933,6.708110068443554e-06
jupiter,4.832027844401756,1.0468844758453937,-0.11255087525451841
saturn,7.445697560061087,5.462611325847618,-0.39111012891675695
uranus,13.708219663456749,-14.419726735098937,-0.23130709322580775
neptune,16.1268200550142,-25.45021360701431,0.1524224932014686
sun,0.00020046486452934877,-0.0025766278007511717,6.638426183302769e-06
jupiter,4.825681159757333,1.0751389946358725,-0.1125257856340512
saturn,7.43253603848188,5.479006775312119,-0.390872028345992
uranus,13.718525672193783,-14.410459902756143,-0.23140649985990489
neptune,16.13643346914826,-25.443977015720225,0.15207305810584162
sun,0.00020950351705716774,-0.002608977189342953,6.564673233718022e-06
jupiter,4.819177015064637,1.1033583777992957,-0.11249702578972527
saturn,7.419337291246178,5.495374699505895,-0.3906319660468783
uranus,13.72882479770434,-14.401185836674834,-0.23150579037535235
neptune,16.146044551364454,-25.437736744964074,0.1517236009508252
sun,0.0002187033660167035,-0.002641284758354236,6.486852054415732e-06
jupiter,4.812515612106165,1.131541701020892,-0.11246459642504042
saturn,7.406101373383241,5.511715007941106,-0.3903899426053529
uranus,13.739117035217065,-14.3919045419473,-0.2316049647289792
neptune,16.15565330024322,-25.431492795605102,0.1513741217868093
sun,0.00022806419752978508,-0.0026735496003331065,6.404963615817975e-06
jupiter,4.80569715863459,1.1596880412254973,-0.11242849838235437
saturn,7.392828340155933,5.528027610230516,-0.3901459586182421
uranus,13.749402379964163,-14.382616023668417,-0.23170402287766992
neptune,16.16525971436527,-25.42524516850309,0.15102462066418776
sun,0.0002375857919591463,-0.0027057708090826612,6.319009024039299e-06
jupiter,4.798721868364285,1.1877964766221702,-0.11238873264287601
saturn,7.379518247060588,5.544312416088278,-0.38990001469327235
uranus,13.759680827181393,-14.373320286935646,-0.23180296477836435
neptune,16.174863792311612,-25.418993864518345,0.15067509763335832
sun,0.00024726792391694974,-0.0027379474797037695,6.228989520874609e-06
jupiter,4.791589960962431,1.2158660867487388,-0.1123453003266492
saturn,7.36617114982687,5.560569335330735,-0.3896521114490824
uranus,13.769952372108074,-14.36401733684903,-0.23190179038805775
neptune,16.18446553266353,-25.412738884511707,0.15032555274472265
sun,0.0002571103622736964,-0.002770078708637763,6.13490648377814e-06
jupiter,4.784301662039726,1.2438959525162738,-0.11229820269252726
saturn,7.352787104417642,5.576798277877207,-0.3894022495152348
uranus,13.780217009987085,-14.354707178511184,-0.23200049966380093
neptune,16.194064934002597,-25.406480229344545,0.14997598604868626
sun,0.00026711287016751943,-0.0028021635937090545,6.03676142583349e-06
jupiter,4.7768572031406995,1.271885156253487,-0.11224744113813798
saturn,7.339366167028823,5.592999153750794,-0.38915042953222767
uranus,13.790474736064867,-14.345389817027305,-0.23209909256270014
neptune,16.20366199491067,-25.400217899878758,0.14962639759565854
sun,0.0002772752050138624,-0.0028342012341676767,5.934555995714738e-06
jupiter,4.769256821733608,1.2998327817510449,-0.11219301719983936
saturn,7.325908394089251,5.609171873079177,-0.388896652151507
uranus,13.800725545591424,-14.336065257505158,-0.23219756904191718
neptune,16.213256713969898,-25.393951896976777,0.14927678743605277
sun,0.00028759711851554016,-0.002866190730731744,5.828291977638622e-06
jupiter,4.761500761199946,1.3277379143057988,-0.11213493255266589
saturn,7.312413842260541,5.625316346095413,-0.3886409180354784
uranus,13.810969433820327,-14.326733505055074,-0.23229592905866941
neptune,16.222849089762704,-25.387682221501557,0.14892715562028605
sun,0.0002980783566731823,-0.0028981311856298227,5.7179712913077985e-06
